index,review_date,user,item,rating,review_text,contains_pattern
42645,13 February 2016,yolo-38362,The Next Step (2013– ),10.0,"The next Step is the best series I have ever seen! Please continue with this series, I love it! And I am not the only one! :) I hope you will make a lot new series, of the Next Step, because it is a good series, and we all love to watch it ( the people who loves it). I have seen Season 1 and of course season 2, now I am watching Season 3, I hope there will be new seasons too watch. I am super exciting and I hope we will enjoy the next seasons, if there will be a next season!It would also be awesome if you can watch this live, all over the world so everyone can see this. So ***like I just said*** I can't wait to see the next episodes, and I hope I will see some new members, that will join The Next Step in the A- Troupe but also the B - Troupe en J - Troupe. :)",True
42673,13 February 2016,RealChristian14,"The Flying House: Judgement Day (1982) Season 1, Episode 22",10.0,"Once again,this particular episode of The Flying House present another two parables of Jesus.This time,it offers lessons of what God requires us to concerning others.Interestingly,we get to witness SIR or the Solar Ion Robot to narrate a parable.The first parable told by Angie to the Flying House gang was about a man named Lazarus.There a was rich man in a faraway place who was extremely wealthy.He was eating large amounts of food one day when he saw a beggar named Lazarus,who asked him for food.Unfortunately,the rich man refused.Later,both men died.The rich man was wasting away in hell while Lazarus was spending time with Abraham in heaven.The rich man asked Abraham to be sent back to life to ask his relatives to change so as not to experience hell but was refused.It was explained that there were prophets whom his family should listen to.The second parable was told by SIR.It occurred when the robot and Professor Bumble had an argument.It was about two servants who served a common master.The master left and assigned these each servant a particular part of his house.The servant named Victor was asked to look after the farm while the other named Hector was asked to take care of the mansion.Victor became a helpful to his fellow servants while Hector became abusive.When the master got back,he was pleased with the former and unhappy with the latter.The parables featured today is about what God expects us concerning the treatment of our fellow brethren.The Almighty Lord apparently wants us to be care for our neighbor for what we do to them is also what we do towards Him.The first parable makes us realize to help the least of our brothers particularly the poor.The rich man never did that is why he ended up in hell.Also,it was insinuated that the least people of society have a special place in God that is why Lazarus ended up in heaven.Christians must be involved in charity work and almsgiving.There is nothing more that would please God when we help others particularly the poor.The second parable's message is about caring for others.Just like Victor,he acknowledged that the needs of his fellow servants while being the caretaker of the field just as important as his personal needs unlike his fellow caretaker,Hector.This pleased his master even more upon his return.Just ***like stated*** from the previous paragraph,caring for other people's needs remains a tenet of the Christian religion for it pleases God even more with us.It makes us humble and provides us more happiness in life.",True
42739,13 February 2016,jenlos,Old Fashioned (2014),10.0,"""I don't believe our job is the looking, it's the becoming. Once we are the right person..."" Clay, Old Fashioned. In the world today, so much emphasis is put on what another person can do for us or give to us in a relationship, and not what we can do or give to the other person. We seek romantic relationships to fill a void in our life. But the sad truth is, unless we are whole in ourselves, we will be sorely disappointed when the other person comes up short. None of us are perfect, but if we seek to become who we want to find in another person, that would be a match made in heaven! ***Like Lucky Chucky said***, ""There are no knights in shining armor, but you think you're Cinderella, don't you?"" What a beautiful world it would be where all the ""knights"" were truly knights and all the ""Cinderellas"" were truly Cinderellas. I love that this movie focuses on the journey of becoming a person who is whole, and that we become whole by the grace of God. Everyone makes mistakes, but we don't have to stay there! Clay made mistakes that haunted him, but he was able to move past them and accept God's forgiveness and forgive himself. It's a journey. It's many small steps in the right direction. The biggest truth in this movie, which I shared with my kids, is...""a lot of the boundaries that used to be common, that we've thrown away, were there to protect us. We don't have to go around using each other, hurting each other. It doesn't have to be that way."" This is not unrealistic or impossible. It just takes discipline. And ***like Clay said*** (paraphrased), self-discipline makes for a better character trait in making a marriage work than being experienced in bed. How beautiful it would be to offer ""everything"" to your spouse on your wedding day and not just ""what's left"". I have watched this movie at least 4 times. I get something new out of it every time. As a woman, I think the world needs many more ""Clays"".",True
42748,13 February 2016,kirkendallj-227-156330,Deadpool (2016),9.0,"...but then if you had any clue, you expected that, whether you appreciate the dirty or not. I will not not go so far as to say it is a perfect movie and I don't know why. Somehow I feel Deadpool, if real, would not appreciate it being called a perfect movie. He would care less what I think as long as I shelled out the money to go see it, although I did cheat and went matinée. I asked my son on his birthday LAST YEAR if there was a movie he wanted to go see. He replied,""Deadpool"", which was 4 months later. I am not a geek or a comic book man and most of my Super Hero knowledge comes from TV and movies. Obviously, I had no idea who Deadpool was. I decided to let the movie introduce me to him and whatever my son was telling. Deadpool is a favorite of his. He would rate the movie at 8.5.Fittingly enough,it has B movie feel, but the CGI is top rate. It is easily the perfect format for Deadpool. BTW - don't be late, the opening credits set the tone for the entire movie and perhaps all you need to know about the movie. Everybody is so afraid that Ryan Reynolds would ruin Deadpool like he ruined Green Lantern or like everyone was afraid that Jack Black would ruin King Kong, but as I understand it, Ryan inserted himself into the creative writing process, which made the words his words. Like a song a singer writes, it is always better and Ryan Reynolds was awesome. Morena Baccarin is perfectly in sync with Ryan in a love and romance for the ageless and immature. Her training in Firefly/Serenity as a high price ""escort"" with Nathan Fillion as love interest was very helpful. Ed Skrein is great as the bad guy. This maybe the only drawback. I imagine that it is Dead Pool's style to focus on the problem in front and not go for the bigger boss or the money behind the bad guy. Of course, that is probably in Dead Pool 2.***Like I said*** in the beginning somewhere, they did no wrong, which is helpful when you are telling a lot of jokes. All of them hit at the right time with the right tenor/tone, which is really difficult to keep it fresh and keep it from being a one joke movie, especially when all the material is irreverent.My recommendation is if you want to see a Super Anti-Hero Action Comedy movie, where most of the jokes were created by the cartoonists of Playboy, Penthouse, High Society and so far way down the sewer and approved by Drunk Frat Boys who whose humor never grew age 12(redundant, I know), then you should sell everything you have and sprint to the best theater near you and plan to live there until Deadpool hit Blue Ray.BTW – I called the ending at the end of the credits. On the way, I told my son that what I want to see is (not going to be a spoiler sport) and they did it. My son thinks I am a Super Hero now and true he thinks I am like Gleek from the Wonder Twins than Thor, but I will take it.",True
42754,13 February 2016,gharknes,Dickensian (2015–2016),3.0,"has turned out to be almost quite annoying to watch, the storyline is has become predictable and shallow following the same thing these last few episodes, it could have been great had the story taken a more realistic path, I love a good mystery and with an added twist including certain characters but it has gone past my expectation of what is reasonable and has become nonsense.Something or someone needed to be exposed to maintain my interest and now it is just bordering on silly, lets keep people on the edge no matter what, ***like I said*** annoying and unrealisticOn a positive - great acting and roles befitting of each character but not sure I am going to watch the next three episodes because it has become ......... a none event",True
42755,13 February 2016,StevePulaski,Zoolander 2 (2016),2.0,"It's something of a miracle that the first four mainstream American comedies we've gotten in 2016 have all been noticeably worse than their predecessor. ""Ride Along 2"" looked to be one of my picks for worst films of the year until ""Dirty Grandpa"" came out and distracted me with its relentless display of vulgarian tendencies. The following week, I had to endure ""Fifty Shades of Black,"" a wretchedly unfunny parody of the popular ""Fifty Shades of Grey"" book and movie series. That time around, I was positive that I had seen the worst comedy of the year, but winced at the thought of what I'd have to endure had I been wrong yet again.Right now, I'm not even going to express any kind of sentiment as to what the remaining ten and a half months left of this year may have in store for me, but I do know that I've seen the worst comedy of the year thus far with ""Zoolander No. 2."" Just a sliver away from being as bad as ""Joe Dirt 2: Beautiful Loser,"" another belated sequel to a comedy from 2001 revolving around an insufferable schmo, ""Zoolander No. 2"" is borderline insufferable. With its redundant amount of gags poking fun at excessive social media use, celebrities like Justin Bieber and Willie Nelson that show up in the form of gratuitous cameos, and whatever is relevant in contemporary pop culture, it's like mainstream American comedies now bear the same standards and ambitions as your average Jason Friedberg and Aaron Seltzer project like ""Date Movie"" and ""Epic Movie."" We're basically supposed to laugh at a scene because we recognize the people or the technology it involves rather than the actual punchline? ""Zoolander No. 2"" wasn't made for an analysis even that deep, but I have to leave you, dear reader, with something. The film reacquaints us with the flamboyant, narcissistic fashion model Derek Zoolander (Ben Stiller), who has faded from the public eye and lost all of his cultural relevance since we last saw him (how pleasantly metaphoric). Zoolander is called back into work when Interpol discovers that a slew of pop stars, such as Madonna, Usher, and Bieber, have been assassinated, dying with Zoolander's trademark ""Blue Steel"" look on their faces. Zoolander teams up with Hansel McDonald (Owen Wilson) in order to, once again, infiltrate the world of high fashion in order to get closer to the band of people who are committing these crimes. During this process, Zoolander discovers his rival Jacobim Mugatu (Will Ferrell) has escaped from prison and is also planning revenge on him by way of his estranged son.The film is an exhaustively unfunny stride that lumbers from one poorly conceived setup to the next, mocking Zoolander's narcissism the entire way and Hansel's vanity as if we didn't get enough of these jokes in the first film. The worst possible thing Stiller could've done besides resurrect a character from fifteen years ago that very few even cared to see again on the big screen is rehash the same stale jokes a second time around. Unfortunately, that's precisely what he does with ""Zoolander No. 2."" From the same punchlines to Will Ferrell's utterly incorrigible villain, who we're supposed to laugh at because he looks funny essentially, nothing has changed for Zoolander and his universe despite his audience growing up.The audience who loved the original ""Zoolander,"" and may indeed love this one as well, usually justify or defend their love by claiming that the film is ""just so stupid you have to laugh."" No, I do not. I fail to see the humor in adults acting ***like children, with not a shred of wit to be found in the film's screenplay, and the interesting part about that aforementioned*** justification is that it's the same one used to slam Adam Sandler's recent endeavors (which are no worse than ""Zoolander"" or its sequel). My point is, what do these films have that Sandler's latest films like ""Pixels,"" ""Jack and Jill,"" and ""That's My Boy"" lack? They're both on the same team as far as I'm concerned.The audience of four, including myself, I saw this film with was one of the most drearily silent I've seen in a long time; one walked out and the other two sat frozen in the same position for the entire film. Not a laugh was audible and no one looked to be getting even a microcosm of enjoyment from the desperation on-screen. I know I've used this description before, but must once more because it applies to ""Zoolander No. 2"" ever-so greatly; this is a cinematic endurance test involving a bunch of aging comic performers that are well past their prime in terms of portraying their trademark characters here that are so desperate for laughs and attention that they might as well go straight to being as unsubtle as possible and hold a sign or wear a shirt for the entire course of the picture that reads ""LAUGH AT US"" in big, bold letters.",True
43320,5 September 2011,kdnor2011,Transformers: Dark of the Moon (2011),8.0,"I don't know why the world seems to hate me. Before I saw this movie, I saw tons of reviews saying that this film was a fun, action packed movie, with great visuals, and a plot that actually wasn't that bad. I see the movie, actually really like it, then when I get home, I get on my computer, and all I can find are reviewers bashing the film. I mean seriously, spill.com gave this a low rental, two some ol' bulls**t, and a f**k you. Richard roper recently said it was the worst movie he had seen all year, despite the fact that he had given the film a D and given at least two other movies a D- and at least one film and F.I won't say the film is perfect, even though I couldn't find any, I'm sure there were at least a few plot holes. Some of the humor didn't work, and it is at least 30 minutes too long.I basically went into this movie expecting great action and effects, and I got that, but there actually were other things I liked in this movie. For example I did laugh quite a bit, some of the humor actually did work for me. And yes, I actually liked the characters. I can't say I really loved any of them, most of them are just forgettable, but Sam Witwicky I did find to be enjoyable. It's weird, I should hate him, but Shia LaBeaof takes a character I should hate and makes him likable, where were you on that one Jeremy Renner.And the plot actually isn't that bad, the last half of the movie is pretty much not stop action. And ***like I said***, I didn't see any plot holes.There are some people who absolutely hate this movie, and to me, they either focus on one negative aspect and exploit it, like Richard Roeper. Or they can't stop living in the 80s, like Spill.com or Brad Jones. I don't really care what Spoony says because I was never really a fan of his. If you do have a strong hatred for this movie, please explain why, what makes this really worse than Season of the Witch, or Battle: LA? Overall, it is a very stupid movie, but it's a fun, very stupid movie.Whether you like them or not, I guess there are two things you can't deny about the the live action Transformers movies, one, they have incredible special effects, and two, they are very stupid.",True
43466,5 September 2011,edwin-van-unen,Dard Divorce (2007 Video),2.0,"This film must have the worst actors I've ever seen, I mean even sitcom actors are Oscar worthy compared to this. Then the way the story is being told..... it's a wonder I didn't fell asleep. The only reason I'm giving this movie a 2 out of 10 is because it only wasted 87 minutes of my life, where most movies are several minutes longer (Yeah I know I just should have pressed the stop button, but I guess it's my stubborn nature that keeps me watch the movie to the end). The idea and actual storyline might have been OK, but they screwed this one up so bad, that this doesn't even matter anymore... I hope that tomorrow when I wake up I'll believe that watching this was all a bad dream. ***Like I said***, use this movie by suggesting it to people you REALLY don't like and wish they'll have a awful night.",True
43472,5 September 2011,EddieGunner,The Weight of Chains (2010),8.0,"Where to start with this movie, maybe in those part that i totally didn't liked, or should say part of movie where maker forget to mention couple of very important things. just to say thing that movie showed US role in whole Yugoslav conflict also showed me some things i didn't knew or i just wasn't sure how they did, like thing with G17 , maybe it would be too harsh to say but this movie as i see it is totally pro Serbian, it's very obvious they blame US for everything that happened,.... ***like i said*** at start of this comment, i won't call it a review, the movie maker forget to say that Serbian forces kept Sarajevo a Bosnian capitol under siege from 5 April 1992 to 29 February 1996 and that was longest siege in modern warfare .... this is that big thing that Boris Malagurski forget to say in hes movie, Serbian forces kept in Sarajevo not just Muslim Bosnians, there were Serbs, roman chatolics, and others,,,, and thats the truth u can check it anywhere, he wanted to show Serbia here as victim, but hes wrong, i agree 100% with some parts of movie, how American imperialism destroyed our beloved Yugoslavia, and how they financed right parties in elections back early 90s .... but cause big mistake and lie this movie will be low rated by me .....",True
43475,5 September 2011,raoulgomezmorille,The Bourne Ultimatum (2007),10.0,"Just a quick summary of the film: Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.Okay, this film is sheer genius. The writing, directing and intense acting is just what spy movies need to be. This is one of the best spy film ever made. I stress when I say One of the best spy films ever made. I am not excluding Tinker, tailor, soldier, spy (mini series turning into a masterpiece film in 2011) or Taken, Nikita, the first two Bourne's, Body of Lies, Ronin etc. Matt Damon has done it again. Played Jason Bourne brilliantly and none else can replace him in my and many other people's eyes. Bourne tries to find the source of his identity and where he came from in this film. This has set the bar to action/thriller genre for years to come and the next one has a lot to live up to. This has everything a Bourne film has. It has one of the best chase scenes in motion picture history, the shaky camera and defiantly, it is not like Bond. People have been arguing (debating) who is better? Who is deadlier? Bond or Bourne and I personally prefer Bourne and the Bourne films but that is not saying that the Bond films are bad. This film has an interesting and intriguing beginning, an epic middle and just a brilliant ending. Don't go to watch this film thinking that it is a Bond want to be or a Michael Bay (he is a good director) trigger happy film. Go to this film and prepare for amazing acting, good directing, the best chasing scenes ever made, remarkable fighting scenes and a climatic ending. ***Like I said***, it is one of the best spy film ever made and I am not even exaggerating, this is one of the best films ever made. Bourne is perfection in a spy movie.",True
43853,6 September 2011,weathergirl98,Gnomeo & Juliet (2011),8.0,"I must begin by saying that this movie was intended for a younger audience. If you are a Romeo and Juliet fan, but is expecting a mature, more fulfilling movie, just toss this to the side. It is obviously for children, and the producers did an excellent job of performing that task. It has its moments of humor, action, and romance, but still kept it in the criteria of a reliable kids movie. The cast was excellent, and the voices matched the characters perfectly. Although I was shocked at the voice of Ozzy Osbourne as Fawn, I still found the cast reliable and enjoyable. The plot of the original Shakespeare novel was well changed and flipped to match the whole ""gnome"" feature, and the animation and details put into the film were great, even for an animated movie. I gave it an 8, partly because it was, ***like I said***, for children, but also because I enjoyed it! I bought in on DVD the first day it came out, and watch it often. I think that if you at least try and give this movie a chance, pushing aside the negative reviews that weren't quite deserved, you will enjoy it! There is nothing better than seeing a twist on Romeo and Juliet.",True
44117,3 September 2013,Desertman84,"Sex and the City: The Chicken Dance (1999) Season 2, Episode 7",9.0,"Miranda is shocked when her decorator and a friend who was just visiting announce their engagement after knowing each other for only a few days. At the engagement party, Samantha snags a date for herself, and Miranda wonders if her apartment will bring good luck to everyone but her. At the wedding, Charlotte is serving as one of the bride's maids, and gets the sexiest dress she can to walk down the aisle. Her escort is a very handsome man and within a few hours they click as if they had gone out on several dates. Unfortunately, the man takes his father's side when Charlotte complains that the old man felt her up. Samantha is shocked to realize that she had already slept with her engagement party date. Miranda is stuck with the guest book and thinks she's invisible to all men. Carrie is asked to write and proclaim a poem for the bride and groom, and is hurt when Mr. Big walks out of the room to answer his phone during her reading. She is saddened with the fact that while some people can get married after 4 weeks she can't even get Mr. Big to sign a card with her.Before I proceed with my review,here is Carrie's poem: His hello was the end of her endings Her laugh was their first step down the aisle His hand would be hers to hold forever His forever was as simple as her smile He said she was what was missing She said instantly she knew She was a question to be answered And his answer was ""I do""In this episode,the 4 women - Charlotte,Samantha,Miranda and Carrie - attend a wedding.We all know that women want to get married for the wrong reasons.And just ***like what Samantha stated***,"" I don't understand why women are so obsessed with getting married? I mean married people just want to be single again, if you're single the world is your smorgasbord"".Many women perceive marriage as the ultimate sign of love and it will give them perfect happiness.But in the end,50% of marriages in the United States end up in a divorce.Marriage requires a lot of hard work to succeed.It is more of a partnership rather than achieving happiness.",True
44477,4 September 2013,leonardo-zaninetti,The Way Way Back (2013),1.0,"this movie is a giant ball of nothing.the characters are all flat, emotionless, unidentifiable drones who have no purpose other than to fill up space and try and create conflict in what is an already trite and clichéd story idea.a lot of the characters seem to be hastily written in, like the ""love interest"" in the film who does absolutely nothing to make us like her (or hate her, she literally just does nothing) or the older ""mentor"", another character that does sweet FA throughout the film in terms of depth and growththis feels like someone typed in ""heartwarming summer movie"" into a computer and then handed it to a studio without even scanning it. every plot twist was predictable, every ""moment"" the audience was meant to perceive as triumphant and beautiful fell flat, a million b stories fought over each other until there were just hundreds of really terrible b stories without any depth in them (the girl feels ***like someone at the studio said*** ""can we get a love interest in there?"" and the writers put her in in a single night)it brought nothing to the conversation in terms of its themes, or cinema in general. this film will be forgotten about by 2014.in summary, i don't know WHY this film is so acclaimed. it was one of the worst films I've ever watched, and not in a so-bad-its-good way.avoid this film at all costs.",True
44859,4 September 2013,tomsview,Crossfire (1947),8.0,"Many of the characters in ""Crossfire"" speak in a cadence that creates an almost surreal mood. Sam Levine, Paul Kelly and George Cooper all speak as though they are under the control of the same hypnotist. It could just be that the scriptwriter was unable to develop distinctly different characters, but it works well in this film, giving it a quality that has helped secure its place as a classic of film noir.The movie was based on ""The Brick Foxhole"", a novel by Richard Brooks. In the book the victim was black, but for various reasons, the murdered man in the film became a Jew, with anti-Semitism as the theme.Although Richard Brooks didn't write the screenplay, he later became a film director. ***Like John Huston with whom he worked on the script of ""The Killers"", he was a complete storyteller; he wrote*** as well as produced and directed. He made some sharp films: ""Blackboard Jungle"", ""Elmer Gantry"", ""In Cold Blood"" and one I like that many don't, ""Lord Jim"". He was also a tough dude; I once read that he sat Burt Lancaster on his backside after an argument turned physical.The story of ""Crossfire"", which takes place in New York just after World War Two, begins with the murder of a man, Joseph Samuels played by Sam Levene. A pipe-smoking policeman, Captain Finlay, played by Robert Young, investigates the crime. Young's performance is a precursor to the sage characters he later brought to full flower in television's ""Father Knows Best"" and ""Marcus Welby MD"".A number of soldiers were in the murdered man's apartment just prior to his slaying. Robert Ryan gave an acclaimed performance in this film as Montgomery, one of the soldiers in question. Big, sneering and manipulative, he invests the part with a nastiness that is palpable.At first, suspicion falls on another soldier, Mitchell. As part of the investigation, Captain Finlay calls in Sergeant Keeley, Robert Mitchum's character. Keeley tries to protect Mitchell, even arranging for Mitchell's wife to come to town.During a flashback, the film follows Mitchell on the night of the murder where he encounters some unusual characters including Ginny (Gloria Graham), a depressed dancehall ""hostess"". Eventually, he ends up at Ginny's apartment. Here he encounters a man, listed in the end credits as ""The man"", played by Paul Kelly; an unusual performance, his character emerges as forlorn, slightly twisted and possibly dangerous – adding another intriguing layer to this unusual story. The film ends abruptly, and conforms to conventions of the period, which allowed no crime to go unpunished. Montgomery is revealed as the murderer and although unarmed, is shot in the back by Captain Finlay in an almost matter-of-fact manner – showing that codes of conduct can change over 60 years. The budget limitations work in the film's favour with much of the story set at night to disguise the studio sets. The end result was a shadowy, claustrophobic world that was perfect for the telling of its taut tale.",True
44997,5 September 2013,NewOCFan,Boy Meets World (1993–2000),1.0,"Way more than a sitcom. Cory making goofy faces and movements doesn't make it funny. If anything, Eric, Shawn, Feeny and probably even Alan, they're the ones who bring anything amusing into this. There are just not enough words on this site for me to express how I really feel about this show. ***Like I said***, it would've been better as a drama comedy. A single cam show. In the teen drama genre this show would've fit in a lot more. Teen dramas focused on the issues addressed in Boy Meets World AND MORE. Full House and Family Matters (especially the later seasons I think) could be too silly and comical, which is how they can be considered a sitcom. Sitcoms are what people have gone home too from work or school to give you a bunch of laughs like I Love Lucy and Three's Company and even All In the Family. Boy Meets World was just so serious every episode, almost from beginning to end. In the genre where the show actually belonged it would've been the best! Putting that aside, yes the show is good for what it was. It'd get its message across but sometimes the show made the characters looked bad, which contradicts the idea that this show teaches you morals and such. Like Jack Hunter having a moment where he seems to realize greed got the best of him - then goes back to wanting to win the lottery. Amy allowing Morgan to dress sexy for a first date, Morgan being a brat, Topanga showing Cory her butt before they're married, Topanga disobeying her parents to be with Cory, Cory's obsession with Topanga (and there's more I can say about the two from season 4 and up), Shawn's pessimism that never seemed to disappear, some of Eric's choices like poisoning Morgan for his day's birthday, etc. Aside from that, the show didn't even cover everything. Like bullying, suicide, respecting opinions, school shootings, even terrorism which there are two events that are remembered to this day. Besides all of this, it says a lot about the education system and people's parenting skills if people are saying we desperately need this show. Television is not something you allow to raise your kids for you. And from watching classmates around me, I learned no matter what show that teaches kids right and wrong, even if you put a specific episode in front of them, most teens aren't going to listen or realize the message until they've experienced it themselves and realize the teacher or the show are right. People have told me in response to seeing how bad alcoholics can get that it's never going to happen to them which shows no matter how good you write an episode, not everyone is going to go along with the message you're trying to put out until they learn it for themselves. There's things people overlook or ignore that are flaws for this show just because they love it so much. Overall, I can give Boy Meets World at least 3 out of 10 for what it is, if not 5.",True
45032,6 July 2020,filmbuff-05706,Mary Poppins (1964),10.0,"From 1937-1966, Walt Disney made many wonderful movies, from Snow White and Fantasia to Cinderella and Sleeping Beauty. Even some live action movies, like Old Yeller, 20,000 Leagues Under The Sea, The Parent Trap, and Pollyanna still hold places in many of our hearts. But out of all the movies Walt was personally a part of, I believe that Mary Poppins is his greatest single masterpiece.The movie centers on a family named The Banks -and the family is quite broken. The mother is too busy advocating for women's rights to care for the kids, the Dad is a workaholic banker, and the kids always lose their nannies because they get impatient with the kids.Enter Mary Poppins, a magical nanny who helps the kids have fun by taking them on special ""outings"" that result in them being inside chalk pictures and in houses where laughter defies gravity.The father, who is a no-nonsense kind of man, scoffs at the news of such events, but Mary Poppins and her friend Bert help him see that he needs to lighten up and spend time with his kids in order to be a good parent.Mary Poppins was one of the defining movies of my childhood. I saw it numerous times on VHS and it gives me many memories of seeing it as a child. I will give one when I discuss the songs.Even as a teen and then an adult, I found myself seeing it quite a few times. I also bought it on DVD a couple of days before Christmas so I could officially own it.My point is, no matter how old you are, it's a delightful movie. My Grandma even rates it a perfect 10, and she only has about a dozen movies that she would give a 10.There's multiple elements that make the movie so great, even as an adult. One is the acting. The actors don't underact, as some actors do when they are doing a movie aimed at kids, and they do a wonderful job in their parts.Mary Poppins is played by Julie Andrews in one of her most iconic and beloved performances. Like many of Andrew's characters, she is a very proper woman. For example, when the kids are in the air from laughing, she scolds them by scowling: ""Such behavior.""When she first meets Michael, his mouth is gaping at the sight of Mary Poppins sliding UP the banister, and she commands: ""Close your mouth, Michael, we are not a caught fish!"" Her properness and pleasing qualities are what make her such a delight to watch at any given moment.Mary Poppins has a friend named Bert, who is played by Dick Van Dyke in one of HIS best roles. He has a fun and a father-like quality to them(which is kind of ironic) and even though he doesn't have as broad of a role as Mary Poppins, he ends up helping the story resolve.Dick Van Dyke also has another role, one he personally offered to do for free, he was so adamant on playing it. That is Mr. Dawes, Sr., the boss of Mr. Banks. You can tell Van Dyke had fun playing him also.I won't go into all of the parts, but Matthew Garber and Karen Dotrice as the kids, Glynis Johns and David Tomlinson as the parents, and the other parts are all well done. Also look for Elsa Lanchester, Arthur Treacher, and Hermione Baddley in the movie.Mary Poppins also has a neat element in the chalk drawing sequence, and that's the integration of live action and hand drawn animation. This was done by drawing the animated characters on the stills of the camera, according to the making-of segment on my childhood VHS.Even as an adult, it's impressive to see this achieved. Granted, that wasn't new and it would be reproduced, but that doesn't diminish the effect that the segment has.Mary Poppins is also a musical, and it has some of the best ones in all of Disney history. My favorite one is in the animated/live-action segment, and that's Supercalifragilisticexpialidocious. (I copied and pasted that, and I won't write it again.) We learn shortly after the song that it's a word to say when you are not sure what to say, and that line plays at a part in the conclusion.That memory I mentioned earlier is that when I was young, I struggled to say that word, and I could only go up to ""supercali-"" before stumbling. It wasn't until I was 11, on New Year's Eve 2009, that I listened to the word closely and finally said the 14 syllable word.Other great songs include A Spoonful of Sugar, Jolly Holiday, I Love To Laugh, Let's Go Fly A Kite, among others. In fact, Chim-Chim Cheree, a song that Bert sings, won Best Song at the Oscars that year. Mention Mary Poppins to anyone and one of these songs are sure to get stuck in their head soon after.As you can see, Mary Poppins has many great elements that makes it such a fantastic movie. If I had to find any fault with it, that would have to be that the 139 minute run-time may too much for some- especially kids, but that personally doesn't bother me.***Like I said***, I have the movie on DVD now, and even as an adult, I will continue to love it and see it from time to time. And whenever I have kids, they'll have the privilege of seeing it as well. Mary Poppins is a movie that all generations deserve to see. Like the nanny herself, Mary Poppins is practically perfect in every way.",True
45425,7 July 2020,alanator-55404,Trading Paint (2019),1.0,"Look I love a good dirt track racing movie and I think there should be way more of them I see it to be untapped potential but a movie ***like this gives it bad wraps, the CGI on the smoke when the engine blows is completely trash, woulda cost less to shove a smoke grenade in there and it still would have looked better, they added way to much dust effect for Talladega, not to mention the drivers are not spattered with dirt and their helmets are completely clean, you never see the tear offs floating through the sky, no window nets inside the car just small thing where if they actually cared about it would have made it so much better, it practically free to do everything I mentioned***, if the cars are actually going around the track just have the drivers actually use their tear offs, window nets are already there, also no harness for the head from what I could see its just plain sad to see a movie that had good potential plummet",True
46846,3 September 2020,tacobelle30,Pablo Escobar: El Patrón del Mal (2012),8.0,"I really enjoyed watching Pablo Escobar El Patron del Mal. Okay if you can get over the dodgy looking wigs, bad background music and over-acting in some scenes... and oh the subtitles (I'm not selling this very well am I? Ha ha), you might enjoy this. Be warned, there are 74 episodes to watch, about 45 minutes each!!! So it's not a couple of series with 8 episodes in each like I thought it was going to be but once I started watching I was hooked. I believe there were originally 113 episodes but Netflix cut them down to 74.Based on a true story, it follows the rise and fall of Pablo Escobar from petty crime to becoming Columbia's biggest drug baron. Real footage from news reels are also used but some scenes are played differently to what actually was reported in real life.I also noticed the names of some people were changed, I thought this was because those people were still alive but there are a couple of people who weren't alive at the time of making this series and their names still got changed so I don't know the reasoning behind that.I couldn't binge watch as the series is in Spanish and I had to rely on the English subtitles so I had to really concentrate on what was going on especially when getting very political. The beginning of the series is getting to know the characters. The middle of the series is death and destruction and the last part of the series is well, the national police search for Pablo Escobar closing in on him.***Like I said***, if you don't mind a bit of cheesy watching and subtitles, then you might just enjoy this series.",True
47308,14 December 2008,akeanefan,The Day the Earth Stood Still (2008),8.0,"Once again, Hollywood makes yet another remake of a classic film, and while most attempts at this have been utter disasters, this remake of ""The Day The Earth Stood Still"" is a rare exception to this rule and deserves far more praise than what is being displayed by the negative reviews here on IMDb. First, the scenario is equally as chilling as the original: Alien visitors arrive to Earth, this time in beautiful, yet ominous looking sphere-shaped spacecraft. The first lands in the middle of central park in New York city and thus begins a very realistic, and intense standoff between humans and the new arrivals. The anticipation was superb and anyone who was not sitting on the edge of their seat during this part was either a.) Stoned b.) Had no pulse or C.) Both. Second, the acting was brilliant, especially on the part of Kuneau Reeves as Klaatu, as well as Jennifer Connely and Kathy Bates. Very convincing performances that truly grabbed the attention of the audience. Finally, the story was a wonderful wake-up call for humanity without being ""preachy"" as some of the negative reviewers complained and you actually walk out of the theater with quite a bit to think about. It's nice to see something from the current world of entertainment that is actually intellectually stimulating, especially from the realm of science fiction. Any director can have aliens blow up the world, but the director of this film blew our minds with a deep and meaningful plot. Also, I would ***like to add that, contrary to what negative reviewers have said***, this film was not Al Gore in a cheap suit and did not contain anything about global warming. This was a fact that I was actually dreading due to the fact that I am sick of hearing global warming being crammed down our throats. I even thought to myself as I walked into the movie theater that if this film even mentions the phrase ""global warming"", then I am prepared to walk out of the theater. Thankfully, however, it didn't and, needless to say, that was a relief. In conclusion I just want to say that while everyone is entitled to their opinion, I also feel that many of the negative reviewers of this film were a bit harsh in their judgments and sometimes I wonder if some of these negative reviewers, who really act like self-proclaimed critics, aren't just like that overweight comic book guy from ""The Simpsons"" with no life and with nothing better to do than to hack to pieces a decent film. No offense intended to anyone, but the vitriol being spewed by some of the negative reviewers really makes me think that the afore mentioned point is the case.Is this film a masterpiece? No. However, it does hold a candle to the original quite well and is definitely worth a viewing.",True
